Mo Sold,Heating QC,SalePrice
6,Ex,207000
7,Ex,210000
3,Ex,136500
2,Ex,145000
4,Ex,208900
7,Ex,185000
12,Ex,214000
2,Ex,208500
6,Ex,186500
4,Ex,210000
9,Ex,185900
1,Ex,179900
2,Ex,218836
6,Ex,193000
10,Ex,189000
5,Ex,149300
5,Ex,141000
1,Ex,149000
6,Ex,144500
5,Gd,85000
9,Gd,145900
4,TA,123000
6,Gd,147500
4,Ex,165000
5,TA,135000
7,Ex,108000
4,TA,137500
7,Ex,165400
11,TA,147000
2,TA,160500
6,Ex,176000
7,TA,284700
1,Ex,160000
6,Ex,148000
6,TA,82000
6,TA,82000
9,TA,118000
7,TA,82500
5,TA,91900
1,Gd,120000
4,Gd,96000
5,TA,99000
5,Ex,130500
5,Ex,135000
4,TA,135500
11,Gd,100000
6,TA,108000
4,TA,98000
9,TA,67000
3,Ex,135900
3,TA,140000
7,Ex,179500
6,Fa,136500
4,Ex,168000
11,TA,130000
5,Ex,189000
7,Ex,161900
7,Ex,145000
9,Fa,191000
3,Ex,177000
1,Ex,147500
4,TA,91000
6,Ex,231000
3,Ex,115000
6,TA,138000
2,TA,149000
8,Fa,188700
7,Ex,198000
3,TA,110000
5,Fa,104000
6,TA,257076
5,Ex,381000
5,Ex,311500
4,Ex,263400
4,Ex,236500
11,Ex,224000
12,TA,116500
7,TA,151000
7,TA,126000
7,Gd,120000
1,Fa,55000
6,Ex,120500
2,Ex,120500
7,Gd,119000
7,Ex,126000
5,TA,99500
1,Gd,165500
2,Po,13100
7,Ex,89000
7,TA,40000
5,TA,80900
8,TA,81000
6,Ex,65000
11,Ex,392500
8,Ex,294464
7,Ex,250000
1,Ex,275000
9,Ex,300000
7,Ex,271000
9,Ex,213000
7,TA,171000
2,TA,171500
11,TA,100000
7,Gd,228500
8,Ex,228950
7,Gd,241500
5,TA,287000
4,Ex,294000
4,Ex,293077
1,Ex,264966
4,Gd,172500
5,Gd,167500
10,Ex,218689
7,Ex,150000
11,TA,184000
3,Ex,180000
8,Ex,175000
6,Ex,232500
12,Ex,195000
8,Ex,305000
1,Ex,298751
6,Ex,370000
11,Ex,209200
11,Ex,206300
2,Ex,146000
4,Ex,160500
11,Gd,173000
6,Gd,124000
6,TA,115000
5,TA,129500
6,Gd,105000
7,TA,94900
2,Ex,152500
3,Ex,98000
6,Gd,81000
2,Ex,113000
4,Ex,128500
10,TA,119500
10,Ex,130500
6,Ex,138000
7,Gd,134500
7,Ex,160000
4,TA,137500
9,Ex,172000
1,Ex,103000
3,TA,167300
4,TA,167000
2,Ex,244000
10,Ex,268000
10,Ex,225000
5,Gd,168000
7,Gd,177000
8,Gd,169000
3,Gd,161500
8,Ex,251000
3,Gd,160000
4,Gd,180000
8,Gd,178750
6,Gd,176000
8,Ex,204000
8,Gd,160000
5,Gd,160000
7,Gd,163900
7,Gd,168000
3,Fa,154204
10,Ex,170000
9,Gd,207500
10,Gd,182000
8,Gd,212000
7,Ex,377426
7,Ex,349265
6,Ex,591587
11,TA,155000
3,Ex,319900
10,Ex,392000
1,Ex,441929
10,Ex,455000
4,Ex,182900
4,TA,174000
1,Ex,178000
3,Ex,176000
9,TA,213000
3,TA,192000
11,TA,190000
6,TA,195000
7,TA,148000
8,TA,151500
11,TA,197000
8,Ex,192350
4,Ex,152000
9,TA,170000
2,Gd,175000
6,Gd,175000
11,TA,197900
2,TA,174000
11,TA,178900
12,TA,139000
3,TA,143250
6,Gd,184000
9,TA,155000
10,Ex,133000
7,TA,119500
6,TA,123000
6,TA,110000
7,Ex,128000
5,TA,120500
6,Ex,133000
7,Ex,155000
10,Ex,177000
2,TA,113500
5,TA,113000
12,Ex,113700
4,TA,106000
8,Ex,122500
2,TA,128000
7,TA,155000
4,TA,142500
11,TA,129250
8,Ex,356000
7,Ex,314813
12,Ex,318000
6,Ex,322400
11,Ex,318000
11,Ex,345474
5,Ex,415298
12,Ex,492000
3,Ex,338931
8,Ex,450000
8,Ex,280000
10,Ex,479069
7,Gd,395000
3,Ex,380000
5,Ex,250000
7,Ex,440000
5,Ex,418000
8,Ex,500067
6,Ex,260116
10,Ex,317000
9,Ex,319500
11,Ex,325624
6,Ex,372000
8,Ex,342000
6,Ex,354000
1,Ex,350000
5,Ex,285000
8,Ex,281500
5,Ex,245700
1,Ex,232698
2,Ex,250000
6,Ex,194700
8,Ex,204000
5,Ex,200000
6,Ex,207000
8,Ex,209500
5,Ex,209500
10,Ex,202500
5,Ex,280000
8,Ex,277500
12,Ex,318061
9,Ex,221370
3,Ex,200000
5,Ex,181755
6,Ex,176000
7,Ex,178900
5,Ex,168165
3,Ex,171925
6,Ex,198444
6,Ex,203000
7,Ex,179540
8,Ex,176485
8,Ex,181134
3,Ex,156932
12,Ex,166000
7,Ex,177594
8,Ex,173500
6,Ex,172500
2,Ex,194201
11,Ex,226500
8,Ex,185485
11,Ex,259000
4,Ex,188500
6,Ex,175000
7,Ex,215000
4,Ex,206580
5,Ex,183500
10,Ex,165500
7,Ex,211000
11,Ex,181000
7,Ex,219500
8,Ex,175000
12,Ex,170000
8,Ex,162000
6,Ex,187000
5,Ex,185000
7,Ex,745000
6,Ex,384500
6,Ex,248000
3,Ex,466500
7,Ex,410000
1,Ex,322500
5,Ex,252000
1,Ex,755000
6,Ex,269790
8,Ex,315750
6,Ex,290000
11,Ex,290000
5,Ex,430000
9,Ex,263000
5,Ex,330000
9,Ex,213133
7,Ex,260261
3,Ex,320000
8,Ex,282922
1,Gd,215000
10,Ex,419005
6,Ex,255000
2,Ex,147000
9,Ex,235876
9,Ex,311872
6,Ex,248328
12,Ex,227000
12,Ex,260000
6,Ex,225000
4,Ex,249000
8,Ex,307000
7,Ex,250000
3,Ex,221300
11,Ex,208900
6,Ex,210400
11,Ex,255000
7,Ex,212109
12,Ex,270000
8,Ex,303477
12,Ex,310013
7,Ex,249700
8,Ex,227875
5,Ex,261329
4,Ex,253000
6,Ex,265000
12,Ex,340000
6,Ex,146000
10,Ex,147000
5,Ex,149000
6,Ex,181000
7,Ex,201000
5,Ex,191750
12,Ex,179000
8,Ex,215000
7,Gd,179200
7,Ex,128000
12,Gd,144000
10,TA,144000
3,TA,120750
7,TA,132500
4,TA,132000
3,Gd,132500
5,TA,129000
3,TA,143900
6,TA,145000
10,TA,128500
8,TA,125500
2,Gd,300000
7,TA,294000
8,TA,129000
1,TA,171000
1,TA,147000
6,Ex,302000
4,Ex,285000
7,Ex,214000
2,Ex,166000
2,Ex,193800
4,Ex,208900
8,Ex,194000
7,Ex,207500
11,Ex,199900
6,Ex,164700
9,Gd,176500
6,Gd,176000
6,Ex,168500
9,Ex,177000
6,Ex,177000
3,Ex,148800
11,Ex,174000
6,Ex,239000
12,Ex,204000
8,Ex,301000
6,Ex,312500
5,Ex,279700
3,Ex,255000
6,Ex,194000
7,TA,218000
7,TA,213750
8,Ex,187000
5,Ex,181500
3,Gd,373000
8,Ex,190000
5,Ex,226000
9,Ex,143450
6,TA,240050
1,Ex,162500
4,Fa,164000
5,TA,185000
7,Ex,188500
8,Ex,255000
6,Fa,136905
11,Gd,158500
9,Fa,175500
2,TA,127000
3,TA,127000
7,TA,143000
6,TA,156000
6,TA,144000
11,TA,119000
4,TA,103000
8,TA,139900
4,TA,151500
7,Gd,126500
6,Ex,145000
6,Fa,120000
1,Gd,124000
7,TA,106500
8,TA,140500
2,Ex,137500
1,TA,117600
10,Ex,163500
5,TA,161000
10,Ex,158000
7,Ex,224500
8,TA,147000
7,Gd,200000
6,Ex,181900
7,Gd,150750
3,TA,101800
11,Ex,124000
10,TA,138500
1,Fa,39300
4,Fa,64500
7,TA,64000
7,Ex,112000
6,TA,165000
10,Ex,144000
7,Gd,137000
4,TA,105000
6,Ex,146500
5,TA,126000
6,Ex,175000
5,TA,158500
7,Ex,114500
7,TA,144000
8,TA,129000
9,TA,141000
12,Ex,131000
7,Gd,142100
8,Fa,139000
4,Gd,157900
7,TA,139400
5,Ex,150000
6,TA,120000
4,Gd,174850
4,TA,116000
6,TA,135000
3,Gd,163500
6,TA,130000
8,TA,129500
7,Gd,142000
12,TA,128600
4,TA,125000
6,TA,136000
5,Gd,134500
6,TA,127000
2,TA,130000
8,Gd,115000
3,TA,116900
6,TA,132000
2,Gd,153000
6,TA,112500
4,Gd,138000
5,TA,135000
6,Ex,156000
11,Gd,301600
7,Gd,109000
4,Ex,103200
8,Ex,128500
8,TA,64500
7,Ex,148000
1,Ex,86000
10,TA,172000
2,Gd,120000
8,Gd,128500
9,TA,135000
7,Ex,122900
11,TA,119200
1,Ex,143000
5,TA,119000
11,Fa,102000
7,Gd,129000
4,Ex,135000
7,Ex,152000
3,TA,140000
5,Gd,152000
11,TA,156500
7,Ex,141000
7,Gd,99000
7,Gd,187000
7,TA,169500
12,Gd,125500
10,TA,130000
4,TA,103000
5,Ex,132000
7,TA,127500
2,TA,89500
8,TA,140000
7,Gd,99900
8,Gd,100000
5,Ex,130000
6,Ex,135000
6,Ex,120000
3,TA,89471
5,Gd,85000
7,Gd,108500
5,Ex,137000
8,Gd,110500
7,TA,100000
5,Ex,184900
3,TA,145000
7,Gd,125000
6,Ex,114000
9,TA,90000
11,TA,144100
5,TA,117500
7,Gd,124500
2,TA,185000
11,Ex,133900
10,Gd,152000
6,Gd,153500
7,Ex,159500
3,Gd,87000
5,Gd,104500
5,Ex,110000
8,TA,136500
3,TA,128250
5,TA,144000
5,Ex,210000
3,Ex,135000
2,Ex,128000
3,Ex,131000
7,Ex,113000
3,Gd,126000
7,Ex,132000
7,Ex,131750
8,Gd,132500
5,Ex,137500
7,Ex,132000
11,TA,127500
5,TA,102000
5,Ex,200000
7,Ex,180500
2,Ex,165000
10,TA,90000
7,Ex,153575
9,Gd,140000
8,TA,136000
9,TA,113000
9,TA,117000
6,Ex,169500
6,Ex,139400
4,Fa,202500
3,TA,127000
12,TA,141000
4,Ex,212300
5,Gd,161000
2,TA,99500
3,TA,101000
7,Ex,109900
5,TA,128500
1,TA,122000
6,Ex,87000
9,Fa,50000
4,TA,219000
3,TA,200500
4,Fa,126000
7,TA,108500
3,TA,130000
11,Gd,158450
7,TA,115400
4,Gd,118500
5,TA,165000
2,TA,123000
5,Gd,129000
5,TA,125000
5,TA,108000
5,Gd,119900
1,TA,115000
6,TA,134500
1,Ex,127000
5,Gd,129000
4,Ex,143500
7,Ex,129000
12,Gd,187000
5,Fa,158000
8,Ex,112000
7,Ex,165250
10,TA,150000
10,TA,137000
5,TA,89500
6,TA,302000
2,Ex,182000
9,TA,211000
7,Ex,216000
3,TA,130000
7,TA,109900
7,Ex,255000
6,TA,243000
5,Ex,154000
5,TA,118000
8,TA,80000
8,TA,150000
7,Ex,86000
7,Gd,130000
4,Ex,125000
7,TA,136500
3,Fa,96000
6,Ex,120000
4,Ex,228500
5,Gd,179900
6,Gd,225000
8,Ex,301000
11,Ex,238000
1,Gd,228500
7,Ex,220000
10,Ex,383970
4,Ex,424870
9,Ex,250000
6,Ex,360000
8,Ex,279500
10,Ex,200141
9,Ex,246500
11,Ex,276000
1,Ex,203000
7,Ex,155835
5,Ex,194000
9,Ex,195400
6,Ex,217000
6,Ex,212999
7,Ex,175900
10,Ex,191000
3,Gd,176432
4,Ex,277000
5,Ex,207000
6,Gd,277000
6,Ex,240000
7,Gd,187500
5,Ex,279000
8,Gd,139500
4,Gd,126000
8,Ex,177500
5,Ex,175000
5,Ex,211000
7,Ex,146000
7,Ex,147900
8,Ex,123600
5,Ex,204750
3,Ex,235500
3,Ex,217000
2,Ex,190550
7,Ex,217500
6,Ex,226000
9,Ex,180000
8,TA,131000
7,TA,153500
6,TA,160000
1,TA,134900
1,TA,130000
9,TA,120000
3,TA,112500
1,TA,122000
9,Gd,127000
10,Gd,117000
7,Ex,305900
8,Ex,228500
1,Ex,270000
9,Ex,192000
6,Ex,213000
8,Ex,200000
5,Ex,267000
6,Ex,228000
1,Ex,275000
6,Ex,211000
7,Ex,285000
12,Ex,240000
11,Ex,131500
1,Ex,246900
7,Ex,219500
10,Ex,185000
6,Ex,179400
4,Ex,213500
11,Ex,179600
10,Ex,173500
7,Ex,167840
5,Gd,168675
6,Ex,167000
4,Ex,140000
8,Gd,118500
6,TA,110000
5,TA,94750
7,TA,122000
6,Gd,110000
5,TA,118500
4,TA,133500
5,TA,148000
2,TA,141000
4,Gd,155000
6,Gd,157000
5,Gd,171500
10,Ex,183850
10,Ex,184750
5,Ex,140000
12,Ex,131750
9,TA,61500
2,Ex,111000
7,TA,98500
5,Ex,79000
8,TA,108500
5,Ex,110000
5,Gd,112000
7,TA,125000
10,TA,79275
10,Ex,119000
3,Ex,200000
1,Fa,150000
8,TA,165000
6,Fa,96500
4,TA,136500
8,Gd,146500
6,Ex,175000
6,TA,148500
4,TA,141500
6,Gd,189950
7,TA,135000
8,Gd,164000
3,TA,90350
11,Ex,139000
6,Ex,119750
8,TA,145000
8,TA,145000
10,Gd,238000
6,Fa,153500
11,TA,239000
9,TA,359100
11,Ex,188000
3,TA,220000
10,Ex,140000
12,TA,315000
7,Ex,259500
6,Ex,257500
7,TA,219500
10,TA,217000
5,TA,201000
9,Ex,215000
12,Gd,123900
6,Gd,170000
3,Gd,200000
2,Ex,198000
3,TA,200624
8,Gd,315000
8,TA,115000
5,Gd,141000
12,Po,87000
9,Ex,129850
6,Gd,100000
3,Ex,150909
9,Ex,75200
5,TA,118400
11,Gd,67000
6,TA,152000
3,Ex,68104
6,Fa,119600
8,Gd,140000
11,Ex,124900
10,Gd,375000
12,Ex,235000
1,TA,183500
6,Ex,156000
6,TA,134000
12,Ex,215000
7,Ex,245000
5,TA,210000
3,TA,148000
4,TA,143000
10,Ex,244000
9,Ex,330000
7,Gd,170000
7,Gd,257000
4,Ex,231713
9,Ex,267300
12,Ex,265900
12,Ex,239000
11,Ex,248900
7,Gd,174000
4,Ex,187500
7,Ex,204000
1,Ex,180500
5,Ex,187500
4,Ex,282000
11,Ex,178000
11,Ex,270000
7,Ex,279900
5,Gd,186700
5,Ex,283463
9,Ex,392000
2,Ex,281213
12,Ex,147000
6,Ex,130000
6,Ex,140000
1,Gd,132250
6,TA,143000
3,Ex,168000
6,TA,129900
8,TA,134000
5,TA,85500
7,TA,106500
5,Ex,93900
1,Fa,75000
12,Gd,84500
4,Ex,75190
5,TA,146800
7,TA,153500
9,TA,188000
5,TA,196000
6,Ex,157000
9,TA,138000
4,Ex,129500
11,TA,80000
6,TA,129500
6,TA,135000
6,TA,124500
5,TA,139000
9,TA,93500
12,TA,124500
5,Gd,149900
8,TA,157500
6,Fa,169000
10,Ex,252000
3,Gd,192100
5,Ex,183500
11,Gd,222000
2,Gd,170000
7,Gd,187500
5,Gd,202000
6,Gd,185000
3,Ex,320000
8,Ex,240000
1,Ex,250000
6,Ex,239900
5,Ex,309000
9,Ex,274725
12,Ex,270000
7,Gd,183500
5,Gd,165600
6,Gd,176500
8,TA,130000
6,Gd,239000
12,TA,275000
3,Ex,457347
9,Ex,545224
7,Ex,356383
7,Ex,556581
7,Ex,361919
7,Ex,535000
1,Ex,401179
10,Ex,438780
5,Gd,169000
1,TA,145000
8,Ex,318000
8,Ex,319000
9,Ex,470000
5,Ex,202500
2,Gd,229000
3,Fa,235000
7,TA,190000
6,TA,169000
6,Gd,241500
7,TA,188900
5,TA,207500
7,TA,250000
2,TA,179900
7,TA,172000
6,Ex,294323
6,TA,184500
7,Ex,153500
3,TA,162900
1,Fa,181000
6,TA,155000
3,Ex,138800
7,Gd,116050
6,TA,88000
3,TA,97500
9,Ex,190000
12,TA,105500
6,Gd,125500
6,TA,83000
7,Ex,116000
4,TA,91500
5,Gd,118000
7,TA,89000
10,Gd,108000
6,TA,94500
7,Gd,146300
9,TA,145000
12,TA,123000
4,TA,137500
7,Gd,144000
9,Ex,315000
8,Gd,412083
9,Ex,342643
7,Ex,252000
9,Ex,465000
9,Ex,293000
6,Ex,415000
3,Ex,326000
11,Ex,325300
9,Ex,309000
8,Ex,300000
3,Gd,275500
5,Ex,338500
7,Ex,345000
7,Ex,344133
11,Gd,298236
8,Ex,329900
11,Ex,360000
10,Ex,281000
3,Ex,372397
8,Ex,378000
8,Ex,374000
4,Ex,437154
6,Ex,275000
2,Ex,279000
6,Ex,185850
3,Ex,282500
9,Ex,202500
3,Ex,202665
6,Ex,332200
6,Ex,310090
3,Ex,171750
10,Ex,169990
2,Ex,170440
9,Ex,169985
9,Ex,179665
11,Ex,219210
7,Ex,174190
5,Gd,172785
6,Ex,258000
10,Ex,185101
11,Ex,210250
10,Ex,234000
5,Ex,215000
5,Ex,246990
5,Ex,178740
9,Ex,225000
3,Ex,167240
6,Ex,156820
4,Ex,213490
10,Ex,264561
10,Ex,246578
7,Ex,192140
6,Ex,183200
10,Ex,178000
7,Ex,201490
11,Ex,230500
7,Ex,180000
1,Ex,172400
4,Ex,215000
7,Gd,199900
2,Ex,173000
8,Gd,287602
2,Ex,230000
6,Ex,348000
2,Ex,286000
6,Ex,300000
7,Ex,625000
3,Ex,405000
6,Ex,280000
7,Gd,258000
6,Ex,350000
5,Ex,584500
6,Ex,321000
12,Ex,290000
10,Ex,315000
1,Ex,252000
9,Ex,336820
1,Ex,423000
5,Ex,290000
4,Ex,232000
9,Ex,199000
10,Ex,198600
11,Ex,405749
6,Ex,232600
8,Gd,266000
3,Ex,186500
2,Ex,200825
8,Ex,197000
5,Gd,185000
4,Ex,176000
8,Ex,187750
1,Ex,139500
10,Ex,186800
3,Ex,132000
3,Ex,142500
5,Ex,158000
4,Ex,184000
3,Ex,184900
7,Ex,187000
7,Ex,175900
10,Ex,248500
7,Gd,172000
6,Gd,151000
7,Ex,150000
11,TA,107000
7,Gd,119900
7,Ex,129500
11,TA,125000
8,TA,119500
3,Gd,144000
7,TA,151000
7,TA,126000
11,TA,116000
10,Gd,133500
1,TA,120875
11,TA,137000
4,TA,124000
6,TA,135000
6,TA,129200
1,Gd,260000
4,Ex,260000
10,Ex,334000
11,Ex,310000
7,Ex,268000
7,Ex,262000
5,Ex,176400
4,Ex,197000
6,Ex,151000
7,Ex,147400
7,Ex,149900
4,Ex,144152
6,Ex,166000
3,Ex,183900
4,Ex,165000
7,Ex,139000
11,Ex,200000
9,Ex,221000
4,Ex,270000
6,TA,165000
5,Gd,214000
9,TA,188000
7,TA,190000
7,TA,170000
11,Gd,385000
7,Ex,146500
9,Gd,170000
6,TA,262500
5,Gd,179900
8,TA,250000
11,Gd,165150
4,Gd,164500
7,TA,140000
10,Gd,135500
7,Gd,142000
6,Ex,155000
8,TA,157500
11,Gd,138500
8,Gd,140000
3,TA,124400
7,Gd,158000
10,Gd,146000
6,Gd,190000
1,TA,136500
7,TA,129900
6,Ex,145000
6,Ex,185900
3,TA,160000
4,Ex,167000
7,Gd,157500
3,TA,140000
7,TA,150000
5,Ex,151500
7,Ex,129800
7,Gd,137000
5,Ex,137000
8,TA,121600
8,TA,85500
6,Gd,79900
6,Gd,127000
6,TA,161000
7,Ex,146500
5,Ex,135000
10,TA,137900
8,TA,133000
7,Gd,137000
3,TA,121000
10,TA,119000
11,TA,172000
12,TA,98600
5,Ex,226000
6,TA,118000
3,Gd,235000
10,TA,135000
5,TA,132500
3,TA,143000
3,Gd,132000
4,TA,145250
12,Ex,162000
2,Ex,148000
5,TA,141000
5,Ex,153000
5,TA,134450
12,TA,135960
6,Ex,156000
6,Ex,140000
1,Ex,139500
6,TA,155000
9,Ex,127000
7,Ex,133500
11,Gd,125000
6,Ex,142000
12,Ex,167000
6,Gd,159000
7,TA,180000
10,Ex,127000
5,Gd,112000
10,Ex,99800
8,Ex,117000
12,Ex,108480
8,Fa,68000
3,Ex,86900
6,Ex,120000
4,Ex,155500
2,TA,80000
1,TA,105000
5,TA,160000
4,Gd,170000
12,Ex,160000
6,TA,159950
6,TA,165000
6,TA,159000
5,Ex,147000
11,TA,115000
7,Ex,159500
10,Ex,120000
7,TA,129900
8,TA,183000
6,Gd,157500
9,TA,277500
12,TA,207500
9,Gd,147500
12,TA,135000
6,TA,109500
7,TA,109900
7,TA,133700
12,Fa,81400
5,Fa,87500
7,Gd,93500
9,TA,119000
5,Ex,141000
7,TA,146000
7,TA,155000
5,TA,134500
3,Gd,120000
2,Gd,105000
3,TA,124000
6,Ex,169000
9,Fa,107000
5,Gd,135000
7,TA,111500
6,Ex,156500
8,Ex,178000
5,Gd,139900
7,TA,105000
6,Ex,110000
4,Gd,111500
6,Gd,108000
7,TA,111500
6,TA,124000
8,Ex,105000
10,TA,116000
3,Gd,96900
6,TA,135500
8,Ex,139000
6,TA,61500
5,TA,120000
7,Ex,126175
6,Gd,64000
4,Gd,137000
5,Fa,87000
10,Fa,163000
7,Ex,155000
4,Gd,79000
7,Ex,144000
10,Ex,114504
10,Ex,157000
3,TA,125000
6,Ex,475000
12,Gd,93500
7,Ex,125000
10,Fa,64500
4,TA,100000
10,Gd,140200
5,TA,202500
10,Ex,159000
5,TA,119900
9,TA,114500
4,Gd,115000
11,Ex,75000
7,TA,88000
7,Gd,80500
8,Ex,149000
2,Gd,110000
7,Gd,110500
6,Gd,89000
8,TA,113000
7,TA,109000
10,TA,220000
5,TA,129000
6,Gd,117000
3,Fa,52500
10,Po,107000
7,Gd,116500
9,Ex,72000
6,TA,119500
7,Ex,125500
5,Fa,91000
6,Gd,84500
3,TA,90000
6,TA,137500
7,TA,150000
6,TA,131000
7,Ex,130000
6,TA,125000
1,Gd,80000
5,Ex,157000
10,Gd,148000
10,TA,90000
2,TA,154500
6,TA,153600
5,Ex,164500
7,TA,132000
6,Gd,142500
7,TA,158000
3,TA,149500
7,TA,165000
7,Gd,180000
7,Fa,160500
8,TA,156500
5,TA,157000
7,Ex,172500
1,Ex,155000
7,TA,170000
4,Fa,105000
5,Ex,145000
11,Gd,168000
6,TA,278000
4,Ex,164000
7,TA,225000
6,Ex,130000
6,TA,142500
4,TA,148400
12,Gd,190000
6,Ex,146000
3,Ex,128000
8,Ex,225000
8,TA,274970
12,Ex,235000
12,Gd,415000
5,Ex,182000
4,Gd,135000
3,Gd,137000
10,Gd,136900
7,TA,149900
9,Fa,123500
4,Gd,93000
8,Fa,91500
5,TA,180000
11,Ex,209000
9,Ex,215000
4,Gd,224500
7,Ex,229800
2,Ex,183600
7,Ex,194000
7,Ex,193879
7,Ex,221500
4,Ex,204900
8,Ex,239799
7,Gd,233555
1,Ex,260000
8,Ex,294900
5,Ex,209700
3,Ex,225000
6,Ex,181000
2,Ex,220000
6,Fa,190000
10,Ex,180000
12,TA,280000
7,Gd,158900
7,Ex,148000
6,Ex,145000
8,Ex,187000
5,Ex,193000
7,Ex,156000
9,Ex,235000
7,Ex,217000
8,Ex,214000
6,Ex,196000
9,Ex,217000
6,Ex,200000
2,Ex,192500
1,Ex,205000
7,Gd,132500
12,TA,157500
4,TA,174000
5,TA,128500
6,Ex,128500
7,TA,149900
3,Ex,119900
6,Ex,137000
11,Ex,255000
7,Ex,222000
8,Ex,214000
6,Ex,220000
8,Ex,275000
9,Ex,197000
2,Ex,230000
7,Ex,268500
8,Ex,210900
5,Ex,227000
7,Ex,237000
6,Ex,274300
10,Ex,216837
4,Ex,133000
5,Ex,155900
7,Ex,233230
3,Ex,207000
9,Ex,195000
5,Ex,200000
8,Ex,203160
3,Ex,195800
7,Ex,212900
8,Ex,196500
9,Ex,198000
8,Ex,173900
7,Ex,163990
7,Ex,164990
10,Gd,98000
11,TA,149900
4,TA,102000
10,TA,127500
10,TA,127500
12,TA,119900
5,Ex,196500
4,Ex,117250
2,Ex,229000
5,Gd,145000
6,Gd,140000
10,Gd,142500
5,Ex,134000
5,Ex,130000
4,Ex,130000
4,Ex,137500
4,Ex,130000
4,Ex,97900
5,TA,92000
5,TA,107000
5,TA,81000
3,Gd,104900
4,TA,115000
10,Ex,125000
7,Gd,116000
9,TA,83000
3,TA,118500
2,TA,35000
9,TA,121000
7,Gd,160000
6,Ex,140000
7,TA,137000
7,TA,128000
5,Ex,160000
7,Gd,138887
6,Ex,149000
6,Ex,102000
9,TA,167000
7,Gd,200100
7,Fa,131000
11,TA,112000
2,Gd,140000
9,Gd,195000
6,Fa,230000
2,TA,194000
7,Ex,137500
6,Gd,250000
2,Ex,218000
7,TA,239000
5,Ex,199500
11,Ex,210000
7,Ex,230000
3,Ex,217500
7,Gd,257000
6,TA,157000
12,Gd,223000
8,TA,102000
5,Ex,145400
6,TA,72000
3,Gd,85000
4,Ex,106500
4,Gd,139000
9,Gd,108000
10,TA,51689
10,TA,35311
10,TA,115000
4,Fa,78000
2,Ex,375000
12,Ex,300000
9,TA,242500
10,TA,145000
5,Ex,209000
5,TA,135000
5,TA,148000
7,Gd,171000
4,Ex,335000
11,Gd,230000
3,TA,250764
1,TA,228000
7,Gd,176000
7,TA,180000
4,Ex,250000
10,Ex,202000
5,Ex,312500
11,Ex,320000
3,Ex,369900
9,Ex,359900
5,TA,81500
11,Gd,215000
5,Ex,164000
3,Ex,153500
7,Ex,84500
5,TA,104500
7,Ex,127000
6,Gd,151400
10,Ex,126500
3,TA,146500
4,TA,73000
5,TA,79400
5,Fa,140000
8,Ex,92000
12,TA,87550
6,TA,79500
6,Gd,90500
4,TA,71000
7,TA,150900
7,TA,188000
5,Fa,160000
9,Ex,131000
3,TA,142500
6,TA,131000
7,TA,132000
4,Gd,170000
11,Ex,188000
